cp,msc,std,var,n_max,lambda_max,fl,gamma,alpha,beta
2,18,581.0349722,337601.6389,15.268891052253757,101.4961618401856,0.323631767153763,53.3543394188713,0.45686541781821416,0.002329659572416081
2,19,627.3088399,393516.3807,12.448057296248848,97.35267475623162,0.266312250430142,51.213622932410885,0.4396487492052946,0.003616239523043931
2,20,605.4390107,366556.3957,12.743837772855919,101.90711999713952,0.299274558084305,52.370517989237186,0.42759678235350246,0.0035245331342706864
2,21,599.847436,359816.9465,15.345535345271584,100.36918161337599,0.30027891701944,53.79645519463457,0.46903994728682835,0.0022547467003378673
2,22,651.3681975,424280.5287,11.347357450206223,92.7404051719379,0.235300017316619,49.0571940011746,0.43353101801496485,0.00439933124276901
2,23,588.9645745,346879.27,17.10682032991379,100.63054374856226,0.312289616500534,53.466805291907825,0.4713145445909492,0.0018065865583024863
2,24,598.6253808,358352.3465,12.869200068736689,102.92501741180277,0.309183826741698,53.77692875403652,0.43863428064763216,0.0033895557627473716
2,25,605.2631069,366343.4286,12.523570470642012,101.21089917671597,0.297402728856313,52.35329373477848,0.42985266521377274,0.003635220599468069
2,26,597.9120377,357498.8048,12.077078317733346,103.71150567454086,0.312290243787287,53.54748643477423,0.4250385871168705,0.003941984695246684
2,27,598.2203757,357867.6179,12.52963319678119,103.09878428858505,0.310125311357366,53.21877761702955,0.42862834549997675,0.0036395021215581557
2,28,626.3258025,392284.0109,11.999109268418675,101.18275431588418,0.277659132033279,53.57014077063351,0.4399864857156376,0.0038895601423314203
2,29,623.872955,389217.464,12.308557514441672,93.91760887864804,0.259753124299731,49.9001047191213,0.4447631479697626,0.0036649154900566276
2,30,634.8959964,403092.9262,11.388109559211177,101.84767757382086,0.271989428775557,51.35765852220779,0.40422176303731155,0.004593898143040229
3,1,84.08533894,7070.344225,15.14088041133531,473.4747628377282,72.0878957238352,83.50940767634907,0.05576835782018454,0.004118852991112349
3,2,462.6334786,214029.7355,13.33551738275703,153.91870163100552,0.77414684471431,58.18159541046,0.27306780214316684,0.0040876543573946265
3,3,452.7578086,204989.6332,16.462878438291714,150.10266547899624,0.788247455685631,58.16769728573682,0.30573833558143143,0.0025616019336083544
3,4,467.6704482,218715.6481,14.06518587299503,152.09233292916315,0.748571928776728,57.891654591499524,0.2821950070234454,0.0036284030500124084
3,5,451.4146736,203775.2075,13.443161057686273,151.63644762093688,0.801047610344707,58.65379651118729,0.28428572129832874,0.003960380176622191
3,6,453.1999246,205390.1716,14.803084583876336,148.34862858674674,0.777517100612571,59.30520713481965,0.3096482245127137,0.0031504022196289475
3,7,455.4897605,207470.9219,16.187710118642666,150.20324092256973,0.779342101587202,57.2031934583975,0.2966198543203318,0.0026842271698472573
3,8,472.9778553,223708.0516,13.46848584442374,152.10113948396673,0.731908724175309,55.636705602923755,0.259977597037671,0.004079503585315965
3,9,455.6069119,207577.6582,15.848510256969975,151.58870008734067,0.786126238983886,57.42196554025992,0.2923120421895947,0.0028175064251296494
3,10,467.7722935,218810.9186,13.258165878238245,151.68213387131243,0.746227950629295,58.42222073740152,0.28075560580849895,0.004091754690929623
3,11,449.4201143,201978.4391,15.80318685628889,149.92563988052274,0.799055547553384,60.47062171180503,0.32000189047108923,0.0027228163819152415
3,12,471.4072026,222224.7506,13.271448902580856,152.42030327142072,0.738340116072376,59.47576122864576,0.28677581341433117,0.004049387927790119
3,13,456.261064,208174.1585,15.62334707383759,150.4025871835497,0.777740223733043,59.40416953445,0.30938959136258815,0.0028293388181996875
3,14,458.2235387,209968.8114,14.35636430631931,151.5698795482388,0.77707723690513,59.47238150665742,0.29798344320035464,0.0034061079977502334
3,15,469.814898,220726.0384,13.83623135308273,151.1262281618358,0.737042185947424,57.00038060051429,0.2763482529090702,0.0037800190159551525
3,16,458.7103249,210415.1622,13.983069513391357,151.03208309319749,0.772677476421911,59.31041443405797,0.29554540995381645,0.003602864839048638
3,17,454.3635464,206446.2323,13.888566810377212,151.681320071249,0.790917545471162,61.143613420950345,0.30688866670853315,0.003593255802559914
3,18,446.356783,199234.3777,15.634377603358665,148.91883417746547,0.804621108222586,56.03374907543205,0.28811632131772547,0.0029123786739434854
3,19,455.8039159,207757.2098,13.574246856850063,151.32706052850935,0.784091171004678,60.98794200039308,0.3042923578621426,0.003775680945855994
3,20,471.4034595,222221.2216,13.390715347242203,151.97494216673633,0.736194430645044,55.86294518972695,0.261381110060116,0.004119199765776653
3,21,475.1395625,225757.6038,13.72921709392395,150.11201386077477,0.715779302403751,58.32697900564752,0.28871347071770675,0.0037735754612120563
3,22,453.0869616,205287.7948,13.623103466818897,152.5048338377049,0.799698997197197,60.84197462700545,0.2999491025321057,0.003772050570666005
3,23,470.1497595,221040.7963,13.340954548569362,154.4530305249643,0.752194353729174,56.98224867337158,0.26251308493817005,0.004143625624021475
3,24,459.6919121,211316.654,16.030156190229324,149.94483619709533,0.763842572980268,58.80580131507285,0.3086126460928737,0.0026905800877591876
3,25,454.1227539,206227.4756,15.678648483878366,151.94835761157225,0.793150415521662,58.43027410686165,0.29782608184465453,0.0028564553980002577
3,26,482.8512905,233145.3688,13.6558871839456,144.14330217106456,0.665539361255355,55.094618312777136,0.28073705185587444,0.0038569840975274487
3,27,477.1383285,227660.9845,12.690622733402368,154.06507285966876,0.728486747588015,58.01126111825179,0.26531531628989613,0.004561788213935092
3,28,469.8102765,220721.6959,13.163060031903646,152.21897259693768,0.742386102945584,57.59056991681757,0.27191724217661706,0.004202106183636808
3,29,458.5271172,210247.1173,14.51213625076172,152.67575395550907,0.781710769129055,57.44436669668227,0.2805101025330334,0.0034163472367284525
3,30,451.866098,204182.9705,15.069460711632601,150.30885876151132,0.792448652375843,59.491390435756315,0.30685302421065525,0.0030523189405239296
4,1,81.1564463,6586.368776,18.456012645111556,474.2050060940442,77.5043650055153,88.80354696751246,0.0914833673159931,0.0026672094698201214
4,2,81.34052169,6616.280469,24.392601387633828,418.74379466966013,68.1303388403279,108.93350288744718,0.1955359276245064,0.0013520427245337933
4,3,383.0675357,146740.7369,13.699649362657828,203.14661119401148,1.49026999635906,65.69666011923896,0.21264525252129657,0.0041951891527956696
4,4,381.6410642,145649.9019,12.749717038156522,195.1699810068443,1.44247699272877,63.97190175047311,0.2084821122263791,0.004869222738281795
4,5,371.8703183,138287.5336,14.25853238355603,201.05702489520104,1.56510072457597,68.84050008730085,0.23945444702813354,0.003740895517881721
4,6,368.9220217,136103.4581,13.65738277099341,201.7214573967722,1.59547134615546,68.89158255177243,0.23336118907943387,0.004110132652292265
4,7,369.2708354,136360.9499,12.77640076286748,198.7198591456168,1.56876295151415,65.14598277397279,0.2088257253785442,0.004846800069562378
4,8,367.4326964,135006.7864,13.61891726671081,200.53636322679725,1.59898211626083,67.41525839473134,0.2267948181325323,0.004168785914043151
4,9,375.9689312,141352.6372,14.756295331477894,198.93890182214426,1.51503223142152,67.54675124252798,0.240021335901444,0.0034901711376924506
4,10,374.6687162,140376.6469,14.814654882634404,200.82328170580251,1.54001612006865,64.26007932246422,0.2179714103398444,0.0035631946936058633
4,11,369.1500344,136271.7479,17.315611748998975,196.3248031949829,1.55087007419796,65.72175264739398,0.25071488542213377,0.0024990297480930066
4,12,367.5225736,135072.8421,14.204658888028412,201.69982013414014,1.60747247225541,66.75617495280738,0.22579821000868439,0.003837006660738491
4,13,377.8314299,142756.5894,12.814639160011083,202.60111188334378,1.52774802985223,65.93121495548772,0.20639776612164606,0.004832703139121486
4,14,357.5291137,127827.0671,15.092692178571873,199.13648195216516,1.67700391887315,64.41513122432654,0.2240547206842908,0.0034064158609667656
4,15,362.3547319,131300.9517,15.476599303458887,196.5286321521687,1.61125407612866,68.59809431964308,0.25601125776070993,0.003106098949468193
4,16,378.0646104,142932.8497,13.437684254743747,199.5440076780278,1.50283987422184,66.28144932205745,0.22045845490179009,0.004317083025626786
4,17,379.9716546,144378.4583,14.650766159178007,198.51720261700783,1.48013666996734,65.77477370643106,0.22977389793236785,0.003588372824393498
4,18,368.314481,135655.5569,13.880309356940531,199.2031958328635,1.58075580198073,68.88709767482764,0.24029065296536953,0.003943203391241434
4,19,368.6621557,135911.7851,16.29976540689619,196.62572235223428,1.55736096876781,69.08952280400396,0.26381611860719495,0.0027709175071836453
4,20,374.2575686,140068.7276,13.95921478250512,198.7857938299527,1.52774275378462,67.16793065962965,0.23176499033974618,0.0039425037551694235
4,21,374.6007176,140325.6977,13.901265276863462,196.54558763427227,1.50775979977922,66.0761022321987,0.22929229228073053,0.003988237753121724
4,22,363.9117869,132431.7887,15.543970235290164,197.67473241204544,1.60681170302258,68.36151322501956,0.2527778769488401,0.00309261465569474
4,23,372.7946122,138975.8229,13.95104539925362,194.51665786881327,1.50668899561883,67.69808547397813,0.24346345213887619,0.003887016725884022
4,24,389.2779481,151537.3208,14.001430645702728,201.26144849662856,1.42970705741428,62.849473836426476,0.20241751122714435,0.004068466864672995
4,25,374.756684,140442.5722,13.95209428177248,201.47975756562982,1.54432505055917,68.42486919600036,0.23370105818202647,0.00393658307671453
4,26,384.6117774,147926.2193,13.5086898173444,201.62401774258893,1.46724682530069,64.2248902875547,0.20522440500249778,0.004355299882489305
4,27,375.5762145,141057.4929,14.442100421819973,198.87536046717986,1.51771732177107,68.74422819328139,0.24468748857298497,0.0036213121158428234
4,28,376.5271939,141772.7277,14.151535756830013,200.27413890104324,1.52068145414045,64.01825177386348,0.21225689874650233,0.003933484674233301
4,29,371.5992874,138086.0304,14.486650394717158,197.51244111396653,1.53975202227361,64.3670096628226,0.22221498413729546,0.003706155295984455
4,30,397.4944459,158001.8345,16.418569986506025,183.26670657397054,1.24861203742474,64.03428728853142,0.2622771336917547,0.0027366709861795188
5,1,91.13305092,8305.23297,17.873508936965667,508.4621170201974,65.9041637281656,74.9648335523292,0.04338626788125551,0.0029944493202482087
5,2,82.72247634,6843.008092,15.528989561655875,441.24713978287866,69.4130170088174,119.54170382671074,0.16710152161087105,0.00345386749855742
5,3,74.79513986,5594.312947,13.407489119421195,399.7881228918677,76.928843229212,118.05465835883513,0.17712162656912497,0.004577630584612715
5,4,310.8867774,96650.58833,14.635131409319817,245.90284378956432,2.73883028058995,72.97674401894697,0.18983851667894233,0.0037824947983385736
5,5,318.4996001,101441.9953,14.560217535032143,244.72281844702982,2.59694501458569,75.71012211270298,0.2037539728388537,0.003755878644067205
5,6,307.8772723,94788.4148,15.172660668776155,239.32241575285812,2.7179044780421,78.04424552415473,0.22765218629216785,0.0033549761049097085
5,7,324.4054235,105238.8788,13.665837198332433,246.61184479607533,2.52257327873579,75.97455386327493,0.19450157063175094,0.004313126667279427
5,8,314.4034187,98849.50969,14.086110351599052,246.16480123975418,2.68075735338443,76.77854525322216,0.20271566522300088,0.004018195457274781
5,9,319.2357271,101911.4494,15.306113645755293,240.2139318869731,2.53735530302401,73.58486463991474,0.20596600355958308,0.003389293899469013
5,10,323.131427,104413.9191,14.932986290770987,239.15640078671788,2.46564009316091,70.68377637910105,0.19080676082020723,0.003628765574293112
5,11,311.6231062,97108.96031,15.918041549221421,241.16405564568197,2.67337169730646,75.00234993348204,0.2155342153417676,0.00309595570313383
5,12,315.9609958,99831.35085,14.457327581761053,235.8029609684829,2.54266050973236,72.61221799267061,0.20126142308292114,0.0038214538307023834
5,13,318.7237909,101584.8549,15.954314120178253,237.8838375304467,2.52082120154925,77.27311447719218,0.23151944921878415,0.0030190937809002807
5,14,326.8341559,106820.5655,15.743144151752743,227.3242329885954,2.29085147572858,74.32622492164052,0.2325629490652345,0.0030964196755740754
5,15,303.5851864,92163.9654,15.781801747662598,242.58955510670782,2.83345955166901,77.34831957136801,0.22356562264466992,0.0031173932382064767
5,16,311.0102295,96727.36283,14.31153625803131,246.14909953599977,2.73939699846282,76.927118084171,0.2053522169581009,0.00387973592036137
5,17,324.4689612,105280.1068,13.322547561971763,227.54078424332417,2.32658543679859,71.06850825558735,0.19619315236458726,0.0045287374434618555
5,18,316.5866445,100227.1035,14.14972504168663,243.67091666447106,2.61712574040834,77.67246561298157,0.2112070939697681,0.003939734855328754
5,19,320.4638797,102697.0982,15.874815150823245,223.72179911386678,2.3450721137214,67.85523101097374,0.206478187851111,0.0031487741765030526
5,20,343.9252417,118284.5719,13.040369527005602,226.8140891401333,2.06418205187481,73.06236255333094,0.20484803275231683,0.004675955196805167
5,21,308.5874341,95226.20446,14.17744995983316,245.13405395847687,2.77110667564537,73.61761518186039,0.19009216923732314,0.0040293904414961685
5,22,336.3929133,113160.1921,15.631475870329911,221.8934478485656,2.11084757515183,67.50463541884302,0.2058637030251062,0.0032500876793944444
5,23,335.9959773,112893.2968,12.89418138498592,247.358588287924,2.35865765039376,70.40760332822407,0.15929345811115506,0.005056579928024724
5,24,312.3484817,97561.57401,14.288657971708343,245.98180647959134,2.71412758987698,77.52222029744942,0.20820386576776034,0.003878202623565535
5,25,329.00495,108244.2571,16.541949254495698,225.96222468785865,2.24717580014738,65.14888031459152,0.19378915265114383,0.0029462884872854134
5,26,320.2055492,102531.5938,14.178290389175327,245.88826217442815,2.58158340589592,76.14723472769512,0.20094142448602095,0.003974942793045494
5,27,312.8227772,97858.08992,15.018752835343676,243.46590384518677,2.67822762959156,73.29706286399822,0.19778482213867615,0.003556502630680966
5,28,314.8131481,99107.31822,13.743789903680813,244.68245882864545,2.65768302847885,76.71001098463076,0.2015439345209798,0.004227056074890956
5,29,325.8713812,106192.1571,13.815869402002804,242.87662829730567,2.46206409066378,74.28093873600261,0.19328332496393502,0.0042263415884569566
5,30,312.2461032,97497.62894,14.32635311686749,242.4547533858083,2.67696516856808,72.66696188611627,0.1906722612945676,0.003943239200811834
6,1,93.05226273,8658.723599,25.646836265977704,525.0791610330624,65.2795238122591,86.19243090590736,0.09494930590697676,0.001375958411148826
6,2,86.62859919,7504.514197,16.08584551504952,435.3504147783173,62.4485631841522,119.19730882819698,0.17432912556448085,0.003190943967257966
6,3,77.15560516,5952.987408,15.118957801269548,399.2401082825546,72.1946927330293,107.45924496350536,0.16196709845849816,0.0036662101869703815
6,4,67.17323079,4512.242935,73.34665312743876,415.1949295140049,99.052545121776,64.53369303830524,0.13192063661787753,0.00016136109382942402
6,5,272.7176542,74374.9189,17.557733341172497,275.9595036618887,3.99415506561714,72.13983500524594,0.16950721152090406,0.0026940085387166246
6,6,270.843701,73356.31036,15.608589516604052,287.3422509127468,4.21665512231422,72.47920971079542,0.14636350160585096,0.003503851218640034
6,7,273.2674325,74675.08965,15.602663567001056,283.45011367293944,4.0860808382575,71.78259873344626,0.14746757727878151,0.0035019780242409797
6,8,269.8481049,72817.9997,16.905228671044025,284.44581908848085,4.20500853364719,69.24664235242547,0.1453204444837036,0.0029906198811374303
6,9,269.4401562,72597.99778,17.596466782411486,279.8643268281331,4.14981725888951,70.63137464151288,0.15956872681667505,0.0027142588121676437
6,10,261.2228351,68237.36957,16.91786728793137,279.1023043182043,4.40298510698244,75.07373155243071,0.1742491336389756,0.0028850796693628816
6,11,280.6046354,78738.96144,15.552689022447485,284.16767479077356,3.88500035688139,71.63586003703372,0.14577209261495286,0.0035315290165662296
6,12,274.8846981,75561.59725,16.355507919791297,274.85880863814504,3.91574679968345,68.35791206259893,0.14766174604527232,0.0031862797920027327
6,13,285.62445,81581.32642,15.485196845962983,283.0390046992251,3.73475053162638,70.15120345680057,0.14041437093023518,0.003584723684747698
6,14,280.001011,78400.56615,20.206825344892632,260.6602861031507,3.57900034549655,67.95784595718426,0.18172864634552066,0.00200401594220592
6,15,277.1451821,76809.45198,16.030184274591065,284.83104352786,3.99189147615938,72.24202313956107,0.15101126269007045,0.003303884825915579
6,16,260.9860877,68113.73795,17.15681638581071,282.70560355892985,4.46792396996457,73.61813854580569,0.1660204367262868,0.002833231107579961
6,17,277.3200476,76906.40883,16.35510884372464,285.85778881470065,4.00123048735843,71.73962186228776,0.1502237957044464,0.0031768571601545194
6,18,269.3698383,72560.1098,16.217411171756183,284.298775004561,4.217772284676,69.71932450825287,0.14277536094802012,0.0032593544336033814
6,19,280.8362355,78868.99115,16.085449896789125,270.363718455103,3.69018548994344,64.61005554056284,0.13473516195403823,0.003344125989186817
6,20,273.0131954,74536.20487,15.08195454371835,286.0425343237996,4.13113523978203,69.90426892782195,0.1332568393777691,0.003810440358186401
6,21,259.548936,67365.65019,17.137348310858947,267.09649883896225,4.26811154506197,73.33255353162309,0.18185990857083292,0.002785739020851858
6,22,286.1298798,81870.30811,14.611538661426383,283.21630737205646,3.72389907994644,68.99930085678676,0.12840816924727713,0.004082453511846497
6,23,266.8609741,71214.77948,15.613967018892843,279.30817248436625,4.222013143472,68.46982064575411,0.13829971030520094,0.0035345141414592843
6,24,266.1286626,70824.46507,15.936434855703778,284.6085494361998,4.32584257214396,70.35288555275687,0.14301580005954284,0.003374352674392101
6,25,278.5827571,77608.35254,14.737079558433148,283.337747290769,3.93008590878399,71.78533924865617,0.14069455112644114,0.003956623348814905
6,26,270.338411,73082.85647,15.962147198235947,280.3654345439419,4.12966694641803,70.11943599873196,0.1465107683310574,0.0033497733508166946
6,27,269.7553565,72767.95236,17.426493729805458,284.7939691880184,4.21305089547709,68.4339107328248,0.14497938499188487,0.002815506648415549
6,28,265.3847702,70429.07624,17.393688426964264,280.3730579403915,4.28539005852204,68.45098533695995,0.14911683047884636,0.0028124613363811665
6,29,266.1158443,70817.64256,17.59894328774682,284.1799249451502,4.31974391247338,72.86663741850623,0.1641165765060224,0.0026988113578249617
6,30,276.1396816,76253.12378,16.99449630602201,268.6476518500324,3.7925514468393,73.54753632186068,0.18012067264744558,0.002838790490394679
7,1,81.98072165,6720.838722,25.57616210656203,522.4228308118294,83.6767388077078,90.46822581525822,0.1045144422802269,0.0013689507819314901
7,2,90.59141775,8206.80497,15.851021800600625,433.38440471758474,56.8466973049664,117.25573573529495,0.16901638832237337,0.00330733306187901
7,3,82.87311511,6867.953208,27.34327739173467,401.67026942301874,62.9576387859065,93.13087015427398,0.1724343257632958,0.0011068820179255946
7,4,74.61832871,5567.894979,336853325.79939824,503.11360483350865,97.2704887022355,61.45586158540554,0.12215105767908446,7.736385657002276e-18
7,5,66.10830064,4370.307414,68.28915668921321,428.7463035034452,105.607429829115,65.36327777797486,0.12707370418421715,0.00018718630738647824
7,6,240.2799045,57734.4325,18.071373976659522,324.966905112877,6.05913047611936,67.52004991910582,0.11224352014146476,0.002718388373285082
7,7,237.6320916,56469.01094,18.59773358717221,324.97036464082225,6.1949762847353,65.80383815156412,0.10927894690402754,0.0025752635037828908
7,8,241.6394838,58389.64012,18.513128708873037,320.0788492984805,5.90102222184352,67.7874160952258,0.11919922329569614,0.002569910790809341
7,9,238.7960688,57023.56248,18.191550434241332,324.3035599667403,6.12214260810653,67.66286159208309,0.11389915514514977,0.0026775878028663805
7,10,244.0510789,59560.9291,19.324258163364423,310.9981042920111,5.62085457966379,67.55176954649617,0.12944070529236779,0.002331270644494599
7,11,244.4519398,59756.75088,17.224344171177325,322.202309059449,5.80427184021493,68.3329037420354,0.11195943228556962,0.0029932804978758053
7,12,240.6149375,57895.54814,19.915637419107075,312.343322803745,5.80755227439961,66.76691538249237,0.1284328037291493,0.002197416868724302
7,13,245.4489949,60245.20912,19.0476844943931,318.68650765750425,5.69439031897748,67.31477940125131,0.12139402692606394,0.00242164107195386
7,14,250.3684694,62684.37049,15.205988029914936,320.52545127529544,5.5043915953829,65.89382970648211,0.08980129092508775,0.00393646982459824
7,15,240.0813912,57639.07438,16.537277473834923,326.4871816432979,6.09754773028515,65.27303747383525,0.09362328950080526,0.0033142152475687807
7,16,247.8484755,61428.86681,16.461907887812675,329.14929429300696,5.76801652523924,61.73511053806709,0.0790719913945446,0.0033983284163109522
7,17,234.2274174,54862.48304,19.170684742723854,320.081427361999,6.28045469354425,70.23549692647387,0.13115067400713293,0.0023641183709211893
7,18,243.7920917,59434.58396,17.297636635396195,325.93060428547597,5.9032610181491,65.73151691320055,0.10069935421549098,0.0030056012705805255
7,19,251.6580402,63331.76919,16.322912192931202,312.744154420133,5.31586143743883,64.09122932998766,0.09777047592582955,0.0033862712688757595
7,20,247.3546821,61184.33875,16.51938427917556,316.1223079860575,5.56187142319975,59.92077119485543,0.08174072315334574,0.0033649422300897998
7,21,242.1062261,58615.4247,17.121155384000726,322.4698633945355,5.92220298894334,63.86538619521831,0.0954747068825176,0.0030857062345281978
7,22,240.1967606,57694.4838,20.359241596769618,313.21823532277267,5.84411586912671,65.54158109999871,0.12545019646178643,0.0021098974851436474
7,23,249.126125,62063.82614,17.02733957561313,321.83516479640974,5.58214380887809,63.71923742882832,0.09478440653823662,0.00312218355668409
7,24,245.7929169,60414.15798,17.895684225601265,323.5441638961115,5.76502128455223,65.01804956356432,0.10357100380118979,0.0027991055806517915
7,25,242.2187644,58669.92981,18.039009306892186,322.60508203637386,5.91918218890489,68.01033528893606,0.11546521066808928,0.002718250980792417
7,26,239.6565514,57435.26262,17.758339989278927,323.54094513518436,6.0639653380659,69.06875933051985,0.11681067897091384,0.0028005870501599892
7,27,241.3671809,58258.11601,18.3914985914879,326.2402106850867,6.02819266828292,64.3111414737543,0.10214452483121716,0.0026544356343829504
7,28,248.5111086,61757.77108,15.541151323021902,326.4869626049627,5.69089144936578,63.95099550285648,0.08147336043313773,0.0038029917049665985
7,29,246.3512532,60688.93998,18.150107360075815,320.1564027672294,5.67882795062128,66.18347306697004,0.11151531219415978,0.0026970658556977264
